微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IkN471DEJ,【#你好，明天#】50元多看6集电视剧，某视频平台推出的新服务招来骂声一片。从加会员免广告，到付费看结局，再到花钱预点播，一些视频网站的收费套路层出不穷，令人生厌。交易本是供需双方自愿选择，随时更改收费名目有违契约精神。好内容永远有市场，但不能忘规矩。消磨观众信任，必将引火烧身。  原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1g9wp23bepij20qz0f1mzw.jpg,无,无,2019-12-15 00:00,微博 weibo.com,139436,6242,11925
IkMJ23x7K,【夜读：自律的人，生活都会发光】当一个人想改变现状时，就会从内心产生一种坚定的意志力，清晰地告诉自己想要什么，并且更加积极地行动；也能更加自我约束，不被欲望所控制。自律的人，看似日子过得辛苦，却因为这种“辛苦”，获得了更多选择的自由和说“不”的底气。你有多自律，就有多自由。 http://t.cn/AiDXo3UM ,,无,无,无,2019-12-14 23:09,微博 weibo.com,8715,4201,1040
IkMnTfxaN,【愿平安！#宜宾煤矿透水致3死15失联#】记者从四川宜宾市应急管理局获悉，今天下午15时左右，位于宜宾珙县巡场镇的川煤集团芙蓉公司杉木树煤矿发生透水事故，#四川宜宾煤矿透水#已造成3人死亡、15人失联，救援正在紧张进行！（人民日报记者宋豪新）  [组图共4张] 原图 ,,"http://ww1.sinaimg.cn/large/a716fd45ly1g9wm1f2pzpj20f00b9n0z.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1g9wm1f3bfzj20f00b9dk0.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1g9wm1f3b6rj20f00b9q6f.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1g9wm1exlbpj20f00b9ju0.jpg",无,无,2019-12-14 22:16,微博 weibo.com,4394,1075,1480
IkM4hDdGO,#人民锐评#【#人民日报批视频网站套路#：吃相难看】据报道，针对当前的热剧《庆余年》，有视频网站推出VIP超前点播服务，在VIP抢先看6集的基础上，会员再交50元可在更新时多看6集。这番操作顿时惹恼了不少用户。VIP之外设置VVIP，额外掏钱才能享受超前点播，视频网站是在制造焦虑诱发用户消费。在此前购买VIP的协议中是否有这个约定？如果没有标明，这种额外收费的行为，实际是对消费者权益的侵犯。        VIP“专属广告”的质疑已沸沸扬扬，一些视频网站为何还敢于藐视用户权益？为何一而再再而三地玩套路？面对舆论质疑面不改色？究其因，在此类消费的权益保护是否存在漏洞，值得社会各界和有关方面关注。面对“不守规矩”的视频网站，除了靠用户用脚投票，是否应依法依规进行管理？多年来，视频网站经历了“野蛮”生长的发展阶段，付费模式也渐渐被用户所接受。但一些网站便因此抱着涸泽而渔、焚林而猎的心态来运作，长此以往毁掉的恐怕不只是网站前途，还会殃及付费模式。对待用户缺少起码的尊重，这样的视频网站不能惯。http://t.cn/AiD61lgN 原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1g9wkl06qvkj20gn0m80u8.jpg,无,无,2019-12-14 21:28,微博 weibo.com,762252,35253,56045
IkLOREzpt,【转发送别！“风云一号”卫星总设计师#孟执中院士逝世#】据@光明日报 我国气象卫星专家、中国工程院院士、上海航天技术研究院首席高级技术顾问孟执中，12月14日因病去世，享年84岁。孟执中院士自1979年起主持我国第一颗风云一号气象卫星的研制，2003年当选中国工程院院士。#2019年我国已痛失31位院士#  [组图共6张] 原图 ,,"http://ww3.sinaimg.cn/large/a716fd45ly1g9wjib98shj20cn09n3yu.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1g9wjibba98j20fi0a4mxm.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1g9wjibb1oxj20h00b0aau.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1g9wjibazsoj20b40fagn3.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1g9wjibbbhuj20b4078t9l.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1g9wjibbvetj20dv09lwgg.jpg",无,无,2019-12-14 20:50,微博 weibo.com,6270,1544,972
IkLjAnURM,【转发许愿！正在直播：#今晚一起看双子座流星雨#】双子座流星雨将于今晚起达到极盛。天文预报显示，双子座流星雨极大预计出现在北京时间14日10时至15日7时之间，每小时天顶的理论流星数可达120颗至150颗。@人民日报 正在直播↓当流星划过苍穹，“绽放”夜空，别忘记许个愿哦！ 人民日报的微博直播 .  ,,无,无,无,2019-12-14 19:33,微博原生直播,420322,34195,189625
IkL9ftFjz,【#坠井男童送消防员亲亲#：这个感谢方式萌萌的！】12月10日，河南平顶山。一名男童和家长带着锦旗来到消防支队，向在11月26日将坠井男童救出的消防员们致谢。男童在家长怀里，给每个消防员都送去了一个“亲亲”。网友：太可爱了，画面令人极度舒适！未来网的微博视频  ,,无,无,无,2019-12-14 19:08,微博 weibo.com,9149,589,660
IkKDuhhrM,刚考完的同学在哪里？#六级出淤泥而不染#你怎么翻译的#六级答案#  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/a716fd45ly1g9weaddt7kj20np04eq3d.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1g9weadi6zaj20ew08pmz6.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1g9weadfkddj20n7073js9.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1g9weaddzsnj20mi04jq39.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1g9weadfn48j20m208ugne.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1g9weadg7h0j20dr070dg8.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1g9weadgnklj20jy07r0up.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1g9weadha2fj20bc08vmye.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1g9weadiag7j20py05qgmf.jpg",无,无,2019-12-14 17:49,微博 weibo.com,43876,1953,4651
IkKrqoqFP,【可可爱爱！#小豚鼠排排坐营业等鼠年#】日本熊本市动植物园为了迎接鼠年到来，搞了一次“豚鼠摄影会”。豚鼠的照片将用于制作贺年卡。小豚鼠们整整齐齐排排坐的样子相当萌。说起来，#你的鼠年心愿#是什么？小央视频的秒拍视频  ,,无,无,无,2019-12-14 17:20,微博 weibo.com,6331,1404,1297
IkITi2ehY,你的#四世同堂翻译#怎么写的？网友：#年度DIY单词大赛#来了 明年2月查成绩，准备好了吗？  [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/a716fd45ly1g9w6m5qt02j20g402ft8w.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1g9w6m5r77uj20ie08g3zh.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1g9w6m5z9etj20fn08h764.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1g9w6m5xv5bj20i706m771.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1g9w6m6vzpmj20ly07j0u6.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1g9w6m5ww98j20h503c3yr.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1g9w6m616v7j20i806oab0.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1g9w6m5ytvpj20dt06lmy7.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1g9w6m65knuj20pk0ws75q.jpg",无,无,2019-12-14 13:23,微博 weibo.com,107499,2866,7737
IkIJxso5j,#四级答案#【@ 参加四级考试的同学们：#四级啥题型最难#？】今天上午，全国大学英语四级开考。答案对了吗？哪部分题型最让你头疼？投票！看看多少人和你一样 四级啥题型最难？  ,,无,无,无,2019-12-14 12:59,微博 weibo.com,110722,386,3490
IkICP8V0v,【每小时百颗流星“绽放”！#今晚一起看双子座流星雨#，转给TA】年度三大流星雨之一的双子座流星雨将于14日达到极盛。届时，每小时将有100多颗流星划过苍穹。专家建议，感兴趣的公众可在月亮高时，用特殊建筑物，如大烟囱，遮住月亮进行观测。你想和谁一起看？双子座流星雨 周六将迎极大  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/a716fd45ly1g9w5gp9a6aj20sg0gtwf7.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1g9w5gplffuj20sg0hiwgu.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1g9w5gppvpgj20sg14oafd.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1g9w5gpi7caj20sg0yx78x.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1g9w5gpaugkj20sg0gt3zy.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1g9w5gpq8puj20sg0hlwgp.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1g9w5gpn7hlj20sg0kzgq6.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1g9w5gpmnjdj20sg0h5wgt.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1g9w5gpqbkej20sg0hwwhf.jpg",无,无,2019-12-14 12:42,微博 weibo.com,8762,3902,2451
IkI7Peycq,【#法官直播带货是怎样的体验# ：1小时卖1亿】12月12日，浙江宁波中级人民法院开展司法网拍直播活动，仅1小时成交额破亿。评估价为567.5万元的青岛海景房，起拍价5.6折，是当天拍卖房产中折扣力度最大的一套，海景房经历64次竞价，以451万元的价格成交。网友：真·带货王来了！  http://t.cn/AiDxV8Fg ,,无,无,无,2019-12-14 11:26,微博视频,6985,423,521
IkHT7kf3D,【#你好我的澳门朋友#】你眼中的澳门是什么样子？蛋挞、大三巴、和我们相通的教材，还有《七子之歌》歌词中澎湃的中国心...也许我们不同，但我们更多的是相同。带话题留下你对澳门朋友、澳门年轻人最想说的话，你的祝福将有可能被他们看到！#澳门回归20周年#之际，问候一句，你好，我的澳门朋友！  原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1g9w2774ympj209l0h275x.jpg,无,无,2019-12-14 10:50,微博 weibo.com,5194,763,856
IkHlh2GjB,【想看！#首钢大跳台冬奥灯光秀#惊艳上演】12日晚，首钢滑雪大跳台灯光璀璨，一场美轮美奂的灯光秀上演。灯光秀由冰雪飞天、百年钢火和奥运精神3个篇章构成。从敦煌冰雪飞天，到首钢百年工业钢铁的恢弘场景，再到奥运华彩，中国冰雪元素与奥运精神通过技术演绎完美融合。人民日报体育的微博视频  ,,无,无,无,2019-12-14 09:26,新媒体聚合平台,3138,664,401
IkGX1hlfB,【#人民锐评#：对“毒苹果”，不能听之任之】弥漫香港的“黑色恐怖”有两种，一种是肉眼可见伤财害命的暴行，一种是不起硝烟却戕害人心的谣言。以《苹果日报》为首的香港黄色媒体，正是第二种恐怖的主要制造者和散播者。它们极尽无中生有之能事，肆意抹黑港警、诋毁特区政府、美化暴力行径、煽动社会情绪，所求者，无非是给香港乱局火上浇油。香港止暴制乱要取得积极进展，阻击谣言是迫切的重要一环。谣言多飞一会，对城市的破坏就加剧一分；谣言早一点现形，正义的一方就能获得更多人心。 http://t.cn/AiDM4aZN ,,无,无,无,2019-12-14 08:27,微博 weibo.com,4159,633,719
IkGM4zn4B,【2020年不月光！#给90后的理财计划#】刚刚过去的双十二，你又买买买了吗？有调查显示，#近六成90后有实质性负债#，学会理财已成为每个90后的“必修课”。距离2020年只有18天了，你有新年理财计划吗？学会记账、控制消费、合理选择投资项目……5个实用理财建议，戳图↓↓2020年不月光，转发收藏~  [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/a716fd45ly1g9vitfkbv5j20go0tbtnq.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1g9vitg20tsj20go0vlk6j.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1g9vitehpw7j20go0ze19s.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1g9vitfurvlj20go0mvdum.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1g9vitebaw5j20go0mkk46.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1g9vitehowzj20go0m2dsp.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1g9viteyh66j20go0pu4ep.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1g9vitf4rm2j20go0oaqgy.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1g9vitf8lw2j20go0kswqq.jpg",无,无,2019-12-14 08:00,微博 weibo.com,112439,15099,9154
IkGzTxu0w,#微盘点#【就是这么飒！#2019中国女兵高燃瞬间#】阅兵场上，她们步伐铿锵、分秒不差；野外沙场，她们勇往直前、所向披靡。即使害怕，也不曾退却；哪怕落泪，也要坚持到底。她们，是现实版的花木兰，是英姿飒爽的中国女兵！中国最飒女兵天团的2019，戳↓↓为你们骄傲，姑娘们！ http://t.cn/AiDIroyQ ,,无,无,无,2019-12-14 07:30,微博 weibo.com,37872,6262,3202
IkDSpF63J,#中方关于中美第一阶段经贸协议的声明#【财政部：#美承诺取消部分对华拟加征已加征关税#】12月13日，国务院新闻办公室举行新闻发布会，介绍中美经贸磋商有关进展情况。中央财经委员会办公室副主任、财政部副部长廖岷就第一阶段贸易协议是否包括美国答应取消50%的现有关税，中方对此是否也会取消50%的对美关税等问题答记者问。中央财经委员会办公室副主任、财政部副部长廖岷表示：取消关税是中方在经贸磋商中的核心关切，双方就此问题达成了一致。随着双方达成第一阶段协议，美方已经承诺将取消部分对华拟加征和已加征的关税，并且会加大对中国输美产品关税豁免的力度，推动加征关税的趋势，从上升趋势转向下降趋势，这是个承诺，是肯定的。据我了解，今天美方也在举行新闻发布会，估计美方会宣布相关信息。至于中方关税的情况，美方现在已经承诺将取消部分对华产品的加征关税，同时会加大对中国输美产品关税豁免的力度。美方的承诺我已经向大家作了介绍，中方希望美方能够切实地履行承诺。同时，中方也将相应考虑不实施原计划在12月15日生效的拟对美方进口产品加征关税的措施。这是双方在第一阶段协议中就关税问题达成的共识。  http://t.cn/AiDfVELf ,,无,无,无,2019-12-14 00:37,微博视频,2609,649,572
IkDPGliq0,#中方关于中美第一阶段经贸协议的声明#【宁吉喆：#中国欢迎优质美国产品服务进入中国市场#】国新办13日晚就中美经贸磋商有关进展情况举行发布会。国家发展改革委副主任宁吉喆在会上说，从两国超大规模经济和市场看，中美贸易还有很大潜力。从满足中国人民不断增长的消费需求和推动经济高质量发展出发，中国欢迎优质、有竞争力的美国产品和服务进入中国市场。需要强调的是，扩大贸易合作必须基于市场化原则和WTO规则，美方需要保障供给能力、提高产品质量和价格竞争力、满足中国相关监管要求。只要美国的产品和服务适销对路，能够满足中国老百姓的需求，扩大自美进口也是我们乐意看到的。 http://t.cn/AiDft5Tu ,,无,无,无,2019-12-14 00:30,微博视频,1564,279,267
IkDIPrA63,【#你好，明天#】“以我之笔，写你之名。记忆和思念，不因时间而消减”。国家公祭日，一张海报刷屏，作者声明“版权属于全体中国人”。年复一年地纪念遇难同胞，擦拭这段悲痛历史，不为延续仇恨，只为警醒：如麻乱世再不能重现。今日中国繁华锦绣，我们却从不曾忘，也不敢忘：居安思危，吾辈自强！  原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1g9vjte5j6tj20j60u3ad4.jpg,无,无,2019-12-14 00:13,微博 weibo.com,7412,1495,645
IkDnOiTZ6,【#中方关于中美第一阶段经贸协议的声明#】经过中美两国经贸团队的共同努力，双方在平等和相互尊重原则的基础上，已就#中美第一阶段经贸协议文本达成一致#。协议文本包括序言、知识产权、技术转让、食品和农产品、金融服务、汇率和透明度、扩大贸易、双边评估和争端解决、最终条款九个章节。同时，双方达成一致，美方将履行分阶段取消对华产品加征关税的相关承诺，实现加征关税由升到降的转变。　　中方认为，中美两国作为全球最大经济体，处理两国经贸关系必须从大局出发，达成经贸协议有利于中美两国人民和世界人民的根本利益，将在经贸、投资、金融市场等方面产生积极效应。本协议总体上符合中国深化改革开放的大方向，以及自身推动经济高质量发展的内在需要。协议相关内容的落实，将有助于强化知识产权保护，改善营商环境，扩大市场准入，更好维护包括外国企业在内的各类企业在华合法权益，也有利于保护中方企业在对美经贸活动中的合法权益。随着中国国内市场的扩大，中方企业按照世贸组织规则和市场化、商业化原则，增加从包括美国在内的各国进口优质、有竞争力的产品和服务，有助于顺应国内消费升级的趋势，满足人民日益增长的美好生活需要。本协议有利于中美两国加强经贸领域的合作，有效管控和解决经贸领域的分歧，促进中美经贸关系稳定发展。在当前全球经济面临下行压力的背景下，本协议有利于增强全球市场信心，稳定市场预期，为正常的经贸和投资活动创造良好环境。　　双方约定，下一步双方将各自尽快完成法律审核、翻译校对等必要的程序，并就正式签署协议的具体安排进行协商。　　协议签署后，希望双方能够遵守协议约定，努力落实好第一阶段协议相关内容，多做有利于双边经贸关系发展和全球经济金融稳定的事情，维护世界和平与繁荣。http://t.cn/AiDf7Q6f 原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1g9vib7s91rj20ob0obk0y.jpg,无,无,2019-12-13 23:22,微博 weibo.com,5649,1174,792
IkDgweA1F,【快讯！#中美第一阶段经贸协议文本达成一致#】经过中美两国经贸团队的共同努力，双方在平等和相互尊重原则的基础上，已就中美第一阶段经贸协议文本达成一致。协议文本包括序言、知识产权、技术转让、食品和农产品、金融服务、汇率和透明度、扩大贸易、双边评估和争端解决、最终条款九个章节。同时，双方达成一致，美方将履行分阶段取消对华产品加征关税的相关承诺，实现加征关税由升到降的转变。 原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1g9vj5udnhxj20u01b8gvp.jpg,无,无,2019-12-13 23:04,微博 weibo.com,5225,1785,910
IkD7FcBni,【夜读：被嘲笑的时候，要笑得比别人更大声】青春就是用来奋斗的，如果你真的有喜欢的事，有想要实现的梦想，就去做。如果有人嘲笑你，请你不要急着否定自己。试着坚持看看，因为大部分情况下都是熟能生巧。反复做一件事，你也可以做得和别人差不多，甚至更好。越是被嘲笑，就越不能认怂，就越要变强。 http://t.cn/AiDVWD9d ,,无,无,无,2019-12-13 22:42,微博 weibo.com,5928,2374,857
IkCL7uZKW,【#约翰逊就任英国首相#】保守党领袖鲍里斯·约翰逊13日在率领保守党赢得英国议会下院选举后，正式就任英国首相。约翰逊当天依惯例前往白金汉宫，接受英国女王伊丽莎白二世的邀请组建新一届内阁。（新华社）  原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1g9vfjpkja7j20j60cd3z4.jpg,无,无,2019-12-13 21:46,微博 weibo.com,3178,258,385
IkCpRkSXN,【扩散通缉！#西安一毒贩捅伤民警逃窜# 警方全力缉捕】12月11日下午，陕西西安雁塔分局电子城派出所便衣民警在抓捕一名涉毒逃犯时，被嫌疑人持刀捅伤。经诊断，被刺民警伤口距内脏仅0.3厘米。目前，嫌疑人身份已经确定，嫌疑人惠某飞，男，31岁，周至人，曾因盗窃、吸毒多次被公安机关打击处理。警方呼吁广大市民积极提供线索，联系电话029-88236062。转！http://t.cn/AiDcdH0V 原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1g9ve15ekpcj20i50gfgrx.jpg,无,无,2019-12-13 20:54,微博 weibo.com,5346,844,502
IkCafhHL4,【冬日里的温暖！#农民工怕弄脏公交车坐地上# 车长回应：在我们心中你最干净！】12月12日，郑州一农民工上公交后，将行李扔地上便坐了下来。车长询问时，农民工大哥说座位那么干净，自己身上脏。车长立即把他拉起来，并称在我们心中你是最干净的。听说他3天只吃了1个馒头，车长便为其买了盒饭。http://t.cn/AiDq2dSr ,,无,无,无,2019-12-13 20:15,微博 weibo.com,18116,1164,1433
IkBVV3zAa,【转发送别#日军慰安妇制度受害者陈美英去世#】据@侵华日军南京大屠杀遇难同胞纪念馆 ，今天下午15:30，中国大陆日军“慰安妇”制度幸存者陈美英在湖南浏阳去世，终年94岁。这是今年去世的第5位日军“慰安妇”制度受害者。1944年，陈美英老人被日军掳走，连续被日军折磨了二十八天。愿老人安息！  [组图共3张] 原图 ,,"http://ww2.sinaimg.cn/large/a716fd45ly1g9vbwobs6aj20m80gowg0.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1g9vbwobwv4j20m80godhw.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1g9vbwobwx1j20m80goq4i.jpg",无,无,2019-12-13 19:40,微博 weibo.com,156174,6068,8118
IkBwEnaJe,【超神秘！#青海湖区域首次拍到荒漠猫影像#】近日，青海湖区域首次记录到荒漠猫，并首次拍摄到该物种正面清晰照片和视频影像。荒漠猫是中国二级保护动物，作为唯一仅在中国分布的特有猫科动物，由于活动隐秘，种群数量较少，记录有限，被誉为全世界最神秘的猫科动物之一。中新视频的秒拍视频  ,,无,无,无,2019-12-13 18:38,微博 weibo.com,9092,1076,848
IkBjimX4b,【愿早日康复！重病患儿#朵朵已成功转院#，为爱心点赞】12月13日，载着危重患儿朵朵的救护车“琼A88132”从山东前往北京。一路上，在交警支队的护送及社会车辆主动避让下，一条“生命通道”得以打通。目前这辆载着8个月大的重病患儿朵朵的救护车，已成功抵达北京八一儿童医院。梨北京的秒拍视频  ,,无,无,无,2019-12-13 18:05,微博 weibo.com,31604,1412,2485
IkALrcbtW,【生态环境部发布11月和#2019前11月空气质量排名#，你家上榜了吗？】13日，生态环境部公布2019年11月和1-11月全国空气质量状况。11月，168个重点城市中安阳、洛阳、邢台等空气质量相对较差；舟山、拉萨、雅安等相对较好。1-11月，邢台、石家庄、安阳等空气质量相对较差；拉萨、海口、舟山等相对较好。http://t.cn/AiDtqIow [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/a716fd45ly1g9v6r10mq8j20u00xzwof.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1g9v6r14ft3j20u00zawor.jpg",无,无,2019-12-13 16:42,微博 weibo.com,3456,499,1433
IkAyyuZZb,【#双12揽收快递4.01亿件# 冬季寒冷，还请多多理解快递员哦】据国家邮政局，今年12月12日全天，邮政、快递企业共揽收邮（快）件4.01亿件，再创历史同期新高。目前，日寄发快件量排名前10的城市是：金华（义乌）、广州、上海、深圳、杭州、苏州、北京、武汉、宁波、温州；日投递快件量排名前10的城市是：北京、上海、广州、深圳、成都、重庆、苏州、杭州、东莞、天津。眼下正值冬季，天气寒冷，快递员室外作业辛苦。呼吁：对繁忙中的快递小哥多一份理解，收包裹时说声“谢谢”！支持请转！(李心萍)  [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/a716fd45ly1g9v5ttg0w2j20hb0g71dl.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1g9v5tt24tdj20j60bm428.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1g9v5tt072bj20j60cswgq.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1g9v5tt6m16j20j60csmzl.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1g9v5tt7idtj20j60csdhs.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1g9v5ttba2cj20j60eo413.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1g9v5ttacshj20j60csac9.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1g9v5ttba1ej20j60cpac8.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1g9v5ttdm10j20j60csjsl.jpg",无,无,2019-12-13 16:10,微博 weibo.com,57737,1648,2448
IkAn0uLZs,【美官员称中方以恶意回应美方善意 #外交部三连怼谈没感到美方善意#】美国国务院亚太事务助理国务卿史达伟称美方为中国近几十年来的发展提供了巨大的帮助，美方对中方以持续的恶意来回应美方的善意感到失望。对此，华春莹表示，我们完全不能同意他的观点。首先，新中国成立70周年以来，我们所取得的举世瞩目的伟大成就，最根本的原因就是我们在中国共产党的坚强领导下，中国人民找到了一条符合自身国情的发展道路，中国所取得的伟大成就是中国人民用自己的勤劳和智慧干出来的，不是靠任何人施舍的。第二，中美合作是互惠互利的，不是单向的，中美建交40年来双方各个领域的务实合作不断拓展，给中美两国和两国人民都带来了巨大的好处，美国也从中受益匪浅，对于这一点美方各界人士也是能够切身体会得到的。第三，史达伟先生多次提到了美方的“善意”。但是，当美方在经贸、科技人员交往等领域接连对中国无端设限和打压的时候，我们没有感受到美方的善意；当美方在香港、台湾、新疆、西藏人权等涉及中国领土主权和民族尊严的核心利益问题上蓄意抹黑攻击中国的时候，我们丝毫没有感受到美方的善意；当美方在各种场合不遗余力的诋毁中国的社会制度，发展道路以及同其他国家的互利合作，给中国扣上种种莫须有的罪名的时候，我们没有感受到美方的善意。对于那些损害中国主权安全发展利益的错误的言行，我们当然要予以坚决有力的回应。第四，当前中美关系面临严重的困难和挑战，说到底是美方不能客观理性的看待中国，不能正视和适应中国的快速发展。正如王毅国务委员今天上午在2019年国际形势与中国外交研讨会演讲时所说，美方的一系列错误的言行，归根到底是对华认知出现了误判，美国的“中国观”走入了歧途。（人民日报记者韩晓明） 原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1g9v4zaraihj20h70cydfz.jpg,无,无,2019-12-13 15:41,微博 weibo.com,14070,1109,1277
IkzItllrt,#微盘点#【#2019亲情催泪的瞬间#】世界再大，大不过107岁妈给84岁女儿的一颗糖，因为有人惦记；世界再美，美不过5旬儿子挽8旬母亲的手旅游，因为有人守护；世界再难，难不过11岁儿子增肥28斤救父，因为有人为你在拼命…沐浴亲情，2019每一秒都值得珍惜↓一手video的秒拍视频  ,,无,无,无,2019-12-13 14:01,新媒体聚合平台,5435,1273,438
IkzkG0qUJ,【#黑龙江警方查获野生熊掌214只# 它们本不该是这样】13日，黑龙江绥芬河警方破获一起重大走私非法收购出售珍贵野生动物制品案，抓获犯罪嫌疑人2名，查获涉嫌走私野生棕熊熊掌214只、羚羊角4根、鹿茸5块、熊胆10个、动物牙齿19个、疑似虎骨26块、海参213公斤，案值近千万。抵制野生动物制品，不购买不使用，转发承诺！ （人民日报记者方圆） [组图共4张] 原图 ,,"http://ww1.sinaimg.cn/large/a716fd45ly1g9v0ev7e0yj21400u0wif.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1g9v0ev4i96j21hc0u0n1d.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1g9v0ev5uajj21900u0gqe.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1g9v3cbgvjsj20w80lcb29.jpg",无,无,2019-12-13 13:03,微博 weibo.com,12700,1500,2409
Ikz3WuVF4,【为爱让路！#为琼A88132让出生命通道#，扩！】山东8个月大的朵朵是一名早产儿，患有重症肺炎、先天性心脏病等疾病，病情危重。预计今天下午3点左右，将在车牌号为“琼A88132”的救护车运送下，到达北京八一儿童医院救治。救护车将途经济徐高速、济广高速、京台高速，具体线路将根据路况进行调整。转发，沿途司机注意避让，让出生命通道！http://t.cn/AiDGsOHz ,,无,无,无,2019-12-13 12:22,专业版微博,5830,1294,764
IkywVj4Rn,#公祭日#【#听这就是82年前的南京#】这就是82年前的南京。82年后的今天，10点01分，防空警报划破南京城的上空。凝固的60秒，南京举城哀悼。珍爱和平，缅怀先烈！军人之家的微博视频  ,,无,无,无,2019-12-13 11:00,微博 weibo.com,36313,15390,3638
Ikylje1GM,【#疫苗追溯体系建设时间表#：#明年3月31日前上市疫苗全过程可追溯#】国家药监局综合司、国家卫生健康委办公厅12日联合发布《关于做好疫苗信息化追溯体系建设工作的通知》。北京、天津、内蒙古、上海、江苏、海南、重庆先行试点，率先完成疫苗信息化追溯体系建设。2020年3月31日前，全国各地应当建成疫苗信息化追溯体系，实现所有上市疫苗全过程可追溯，确保疫苗最小包装单位可追溯、可核查。http://t.cn/AiDGpGQr [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/a716fd45ly1g9uw1gflaej21950u0afn.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1g9uw1imknwj20rs0fmwgf.jpg",无,无,2019-12-13 10:32,微博 weibo.com,2292,406,237
IkxWgELeX,【正在直播：#南京大屠杀死难者国家公祭仪式#】2019年南京大屠杀死难者国家公祭仪式于12月13日在侵华日军南京大屠杀遇难同胞纪念馆举行。@人民日报 正在直播↓↓ 人民日报的微博直播 .  ,,无,无,无,2019-12-13 09:30,微博原生直播,98807,8832,9423
